Format Version,1.23,Take Name,OrcaLOS_NoGoPro_001,Take Notes,,Capture Frame Rate,180.000000,Export Frame Rate,180.000000,Capture Start Time,2018-11-07 01.44.44.512 PM,Total Frames in Take,39343,Total Exported Frames,39343,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,Orca_NoGoPro,Orca_NoGoPro,Orca_NoGoPro,Orca_NoGoPro,Orca_NoGoPro,Orca_NoGoPro,Orca_NoGoPro,Orca_NoGoPro
,ID,"BEA8790EE2D511E8B3FD50CD8B7040A6","BEA8790EE2D511E8B3FD50CD8B7040A6","BEA8790EE2D511E8B3FD50CD8B7040A6","BEA8790EE2D511E8B3FD50CD8B7040A6","BEA8790EE2D511E8B3FD50CD8B7040A6","BEA8790EE2D511E8B3FD50CD8B7040A6","BEA8790EE2D511E8B3FD50CD8B7040A6","BEA8790EE2D511E8B3FD50CD8B7040A6"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,
139,0.772222,0.029676,-0.009651,0.033088,-0.998965,-2.398252,38.976112,20.547499,0.189796
140,0.777778,0.029687,-0.009643,0.033096,-0.998965,-2.393737,38.974888,20.548189,0.185788
141,0.783333,0.029683,-0.009657,0.033109,-0.998964,-2.393688,38.973347,20.549923,0.190078
142,0.788889,0.029690,-0.009642,0.033107,-0.998964,-2.396119,38.979271,20.546789,0.187702
143,0.794444,0.029692,-0.009643,0.033096,-0.998965,-2.395736,38.977722,20.547907,0.185478
144,0.800000,0.029688,-0.009616,0.033083,-0.998965,-2.400243,38.976410,20.550133,0.183691
145,0.805556,0.029677,-0.009646,0.033060,-0.998966,-2.396986,38.986744,20.553783,0.189839
146,0.811111,0.029659,-0.009623,0.033052,-0.998967,-2.399296,38.983482,20.554926,0.201267
147,0.816667,0.029612,-0.009627,0.033133,-0.998966,-2.399643,38.977940,20.567133,0.204407
148,0.822222,0.029599,-0.009641,0.033123,-0.998966,-2.395972,38.982254,20.572607,0.201060
149,0.827778,0.029617,-0.009666,0.033115,-0.998966,-2.400305,38.987881,20.576971,0.200920
150,0.833333,0.029619,-0.009677,0.033110,-0.998966,-2.404358,38.985828,20.582712,0.194710
151,0.838889,0.029595,-0.009679,0.033117,-0.998966,-2.400619,38.994152,20.573261,0.205939
152,0.844444,0.029487,-0.009734,0.033227,-0.998965,-2.411161,39.012081,20.572180,0.194620
153,0.850000,0.029536,-0.009855,0.033236,-0.998962,-2.420497,39.016209,20.611294,0.198309
154,0.855556,0.029562,-0.009840,0.033207,-0.998963,-2.419569,39.010818,20.620941,0.189790
155,0.861111,0.029545,-0.009850,0.033193,-0.998964,-2.420068,39.012905,20.623764,0.195272
156,0.866667,0.029535,-0.009862,0.033239,-0.998962,-2.423185,39.013176,20.624027,0.193635
157,0.872222,0.029541,-0.009861,0.033249,-0.998962,-2.424221,39.007431,20.625523,0.191851
158,0.877778,0.029552,-0.009867,0.033242,-0.998962,-2.416435,39.002785,20.621040,0.199182
159,0.883333,0.029556,-0.009849,0.033211,-0.998963,-2.415440,39.003067,20.617832,0.200933
160,0.888889,0.029562,-0.009850,0.033219,-0.998962,-2.408880,39.007599,20.617693,0.193746
161,0.894444,0.029557,-0.009869,0.033238,-0.998962,-2.414149,39.012691,20.618780,0.206546
162,0.900000,0.029530,-0.009846,0.033194,-0.998964,-2.416180,39.014088,20.618500,0.198418
163,0.905556,0.029532,-0.009866,0.033212,-0.998963,-2.416843,39.021255,20.617191,0.202638
164,0.911111,0.029539,-0.009859,0.033238,-0.998962,-2.414413,39.019707,20.613241,0.202389
165,0.916667,0.029562,-0.009859,0.033224,-0.998962,-2.412129,39.008057,20.616140,0.198270
166,0.922222,0.029546,-0.009847,0.033223,-0.998963,-2.411717,39.005245,20.614790,0.201325
167,0.927778,0.029558,-0.009824,0.033222,-0.998963,-2.416402,39.001873,20.614279,0.204745
168,0.933333,0.029683,-0.009689,0.033260,-0.998959,-2.394234,38.981018,20.624464,0.195186
169,0.938889,0.029658,-0.009734,0.033281,-0.998958,-2.404147,38.989708,20.618408,0.187683
170,0.944444,0.029552,-0.009898,0.033228,-0.998962,-2.420716,39.005058,20.604513,0.170849
171,0.950000,0.029531,-0.009901,0.033229,-0.998962,-2.420343,39.005363,20.597343,0.168216
172,0.955556,0.029518,-0.009884,0.033244,-0.998962,-2.420174,39.007206,20.593307,0.164907
173,0.961111,0.029515,-0.009909,0.033231,-0.998963,-2.420713,39.013519,20.598204,0.172988
174,0.966667,0.029526,-0.009935,0.033199,-0.998963,-2.424827,39.011459,20.593218,0.171103
175,0.972222,0.029451,-0.009953,0.033211,-0.998965,-2.436870,39.015877,20.589209,0.162858
176,0.977778,0.029443,-0.009965,0.033186,-0.998966,-2.423068,39.015625,20.588369,0.166366
177,0.983333,0.029440,-0.009982,0.033174,-0.998966,-2.430555,39.013645,20.590778,0.165874
178,0.988889,0.029459,-0.009955,0.033224,-0.998964,-2.432948,39.009487,20.591225,0.169018
179,0.994444,0.029462,-0.009960,0.033208,-0.998965,-2.425400,39.009422,20.593643,0.167820
180,1.000000,0.029505,-0.009937,0.033202,-0.998964,-2.419226,39.005997,20.599913,0.170125
181,1.005556,0.029478,-0.009940,0.033201,-0.998964,-2.419365,39.010075,20.601723,0.173762
182,1.011111,0.029526,-0.009915,0.033237,-0.998962,-2.417024,39.004162,20.594469,0.162932
183,1.016667,0.029408,-0.009970,0.033167,-0.998967,-2.436222,39.031265,20.618195,0.201932
184,1.022222,0.029561,-0.009850,0.032941,-0.998971,-2.418669,39.006287,20.636219,0.204240
185,1.027778,0.029734,-0.009702,0.032969,-0.998967,-2.393183,38.971813,20.611778,0.184895
186,1.033333,0.029668,-0.009671,0.033052,-0.998966,-2.392738,38.978291,20.586531,0.188887
187,1.038889,0.029617,-0.009656,0.033052,-0.998968,-2.395656,38.962280,20.578833,0.205471
188,1.044444,0.029609,-0.009663,0.033090,-0.998967,-2.398834,38.981018,20.572845,0.194442
189,1.050000,0.029633,-0.009665,0.033119,-0.998965,-2.398938,38.986229,20.569820,0.192082
190,1.055556,0.029614,-0.009657,0.033116,-0.998966,-2.391430,38.987579,20.579603,0.186676
191,1.061111,0.029618,-0.009673,0.033101,-0.998966,-2.393812,38.984699,20.576836,0.196619
192,1.066667,0.029626,-0.009649,0.033104,-0.998966,-2.389397,38.978977,20.571724,0.192966
193,1.072222,0.029657,-0.009640,0.033089,-0.998966,-2.392999,38.978615,20.573458,0.191489
194,1.077778,0.029623,-0.009636,0.033081,-0.998967,-2.396195,38.978851,20.571281,0.199726
195,1.083333,0.029612,-0.009649,0.033094,-0.998967,-2.397261,38.978794,20.574894,0.194465
196,1.088889,0.029601,-0.009677,0.033128,-0.998966,-2.400815,38.980297,20.574633,0.199306
197,1.094444,0.029604,-0.009670,0.033136,-0.998966,-2.402164,38.984554,20.573912,0.195001
198,1.100000,0.029598,-0.009690,0.033115,-0.998966,-2.398530,38.985138,20.578123,0.197977
199,1.105556,0.029625,-0.009696,0.033114,-0.998965,-2.404489,38.991112,20.582636,0.191405
200,1.111111,0.029627,-0.009705,0.033132,-0.998965,-2.398857,38.992260,20.584488,0.190076
201,1.116667,0.029511,-0.009796,0.033239,-0.998964,-2.420506,39.016148,20.597128,0.207852
202,1.122222,0.029486,-0.009960,0.033307,-0.998960,-2.432974,39.035458,20.633379,0.245531
203,1.127778,0.029608,-0.009864,0.033183,-0.998962,-2.418787,39.005051,20.632795,0.213528
204,1.133333,0.029610,-0.009715,0.033131,-0.998965,-2.402632,38.984882,20.591366,0.189537
205,1.138889,0.029565,-0.009718,0.033185,-0.998965,-2.403549,38.990021,20.587408,0.192949
206,1.144444,0.029544,-0.009858,0.033228,-0.998962,-2.416304,39.002224,20.619005,0.226167
207,1.150000,0.029446,-0.010025,0.033375,-0.998959,-2.443583,39.033039,20.660339,0.266775
208,1.155556,0.029340,-0.010209,0.033513,-0.998955,-2.469948,39.068066,20.696146,0.191709
209,1.161111,0.029514,-0.009935,0.033297,-0.998960,-2.434539,39.024609,20.635790,0.197764
210,1.166667,0.029546,-0.009863,0.033232,-0.998962,-2.418133,39.016167,20.621967,0.190143
211,1.172222,0.029553,-0.009853,0.033239,-0.998962,-2.416017,39.012783,20.618940,0.195824
212,1.177778,0.029548,-0.009859,0.033207,-0.998963,-2.419127,39.013245,20.619114,0.197737
213,1.183333,0.029493,-0.009880,0.033187,-0.998965,-2.429067,39.016144,20.645891,0.195788
214,1.188889,0.029461,-0.009870,0.033192,-0.998966,-2.430497,39.016136,20.658100,0.194682
215,1.194444,0.029431,-0.009884,0.033186,-0.998967,-2.432693,39.016121,20.664110,0.194120
216,1.200000,0.029419,-0.009864,0.033192,-0.998967,-2.436233,39.013931,20.665182,0.192621
217,1.205556,0.029414,-0.009874,0.033192,-0.998967,-2.430389,39.005241,20.667461,0.194772
218,1.211111,0.029402,-0.009898,0.033199,-0.998967,-2.435251,39.005848,20.669712,0.209683
219,1.216667,0.029422,-0.009879,0.033204,-0.998967,-2.431080,39.002499,20.667046,0.206210
220,1.222222,0.029426,-0.009905,0.033205,-0.998966,-2.432925,39.013893,20.661457,0.206700
221,1.227778,0.029441,-0.009874,0.033164,-0.998967,-2.421314,39.010281,20.648506,0.197166
222,1.233333,0.029446,-0.009885,0.033175,-0.998967,-2.421878,39.008236,20.643103,0.198774
223,1.238889,0.029475,-0.009863,0.033177,-0.998966,-2.418334,39.007439,20.634621,0.199248
224,1.244444,0.029477,-0.009860,0.033182,-0.998966,-2.425070,39.010574,20.629684,0.195256
225,1.250000,0.029521,-0.009846,0.033223,-0.998963,-2.415311,39.010338,20.620932,0.196016
226,1.255556,0.029572,-0.009850,0.033222,-0.998962,-2.413086,39.006378,20.609715,0.198975
227,1.261111,0.029591,-0.009841,0.033253,-0.998960,-2.407205,39.001396,20.604000,0.203171
228,1.266667,0.029582,-0.009832,0.033232,-0.998961,-2.408509,38.999737,20.599468,0.194074
229,1.272222,0.029587,-0.009854,0.033233,-0.998961,-2.407570,39.002998,20.604984,0.198834
230,1.277778,0.029608,-0.009803,0.033249,-0.998960,-2.410315,38.998848,20.608633,0.192055
231,1.283333,0.029573,-0.009872,0.033285,-0.998960,-2.420006,39.008587,20.617210,0.194269
