Format Version,1.23,Take Name,OrcaFPV_NoGoPro_001,Take Notes,,Capture Frame Rate,180.000000,Export Frame Rate,180.000000,Capture Start Time,2018-11-07 01.53.44.543 PM,Total Frames in Take,38946,Total Exported Frames,38946,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,Orca_NoGoPro,Orca_NoGoPro,Orca_NoGoPro,Orca_NoGoPro,Orca_NoGoPro,Orca_NoGoPro,Orca_NoGoPro,Orca_NoGoPro
,ID,"BEA8790EE2D511E8B3FD50CD8B7040A6","BEA8790EE2D511E8B3FD50CD8B7040A6","BEA8790EE2D511E8B3FD50CD8B7040A6","BEA8790EE2D511E8B3FD50CD8B7040A6","BEA8790EE2D511E8B3FD50CD8B7040A6","BEA8790EE2D511E8B3FD50CD8B7040A6","BEA8790EE2D511E8B3FD50CD8B7040A6","BEA8790EE2D511E8B3FD50CD8B7040A6"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,
134,0.744444,0.014092,0.040164,0.033208,-0.998542,2.684845,36.083221,25.720364,0.241807
135,0.750000,0.014070,0.040125,0.033223,-0.998543,2.686825,36.079876,25.714989,0.249043
136,0.755556,0.013957,0.040236,0.033187,-0.998541,2.696935,36.091301,25.716393,0.240178
137,0.761111,0.014043,0.040190,0.033206,-0.998541,2.690154,36.085800,25.720863,0.238259
138,0.766667,0.014067,0.040187,0.033258,-0.998539,2.684656,36.077118,25.721479,0.237815
139,0.772222,0.014064,0.040189,0.033240,-0.998540,2.682065,36.077274,25.723574,0.240397
140,0.777778,0.014050,0.040201,0.033240,-0.998540,2.681676,36.080025,25.726313,0.238216
141,0.783333,0.014073,0.040158,0.033219,-0.998542,2.684704,36.084179,25.726976,0.244792
142,0.788889,0.014060,0.040169,0.033249,-0.998541,2.683439,36.081841,25.729265,0.242484
143,0.794444,0.014072,0.040132,0.033213,-0.998543,2.683279,36.082993,25.731375,0.246473
144,0.800000,0.014004,0.040182,0.033149,-0.998544,2.693748,36.096600,25.726665,0.245516
145,0.805556,0.013987,0.040206,0.033102,-0.998545,2.692830,36.102184,25.726673,0.243214
146,0.811111,0.013978,0.040107,0.033138,-0.998548,2.674931,36.109837,25.732841,0.246297
147,0.816667,0.014089,0.040129,0.033215,-0.998543,2.675107,36.098396,25.730629,0.248282
148,0.822222,0.014014,0.040201,0.033211,-0.998541,2.687299,36.103817,25.729349,0.245430
149,0.827778,0.014017,0.040183,0.033126,-0.998545,2.687137,36.109474,25.730797,0.251807
150,0.833333,0.014066,0.040151,0.033086,-0.998547,2.688658,36.119629,25.734589,0.256865
151,0.838889,0.014048,0.040179,0.033121,-0.998545,2.684440,36.114075,25.731785,0.249474
152,0.844444,0.014023,0.040182,0.033147,-0.998544,2.684437,36.116879,25.728552,0.247963
153,0.850000,0.014069,0.040153,0.033096,-0.998546,2.696128,36.123077,25.733524,0.261530
154,0.855556,0.014040,0.040183,0.033128,-0.998544,2.689610,36.120296,25.733263,0.249624
155,0.861111,0.014044,0.040179,0.033135,-0.998544,2.688721,36.117767,25.732542,0.250974
156,0.866667,0.014094,0.040155,0.033082,-0.998546,2.695726,36.120754,25.736204,0.254527
157,0.872222,0.014061,0.040187,0.033114,-0.998544,2.685998,36.118511,25.732983,0.252911
158,0.877778,0.014051,0.040180,0.033115,-0.998545,2.686090,36.115017,25.729134,0.248872
159,0.883333,0.014054,0.040212,0.033112,-0.998544,2.685375,36.111698,25.729778,0.243449
160,0.888889,0.014008,0.040214,0.033144,-0.998543,2.690624,36.113045,25.729332,0.249106
161,0.894444,0.014024,0.040191,0.033131,-0.998544,2.686655,36.114498,25.726877,0.244430
162,0.900000,0.014030,0.040207,0.033123,-0.998544,2.682607,36.112171,25.728205,0.248422
163,0.905556,0.014099,0.040144,0.033221,-0.998542,2.676194,36.103371,25.729219,0.243524
164,0.911111,0.014019,0.040204,0.033146,-0.998543,2.688552,36.110958,25.724081,0.245228
165,0.916667,0.014023,0.040192,0.033134,-0.998544,2.690038,36.107868,25.723911,0.242648
166,0.922222,0.014016,0.040210,0.033132,-0.998544,2.685798,36.106953,25.723085,0.244878
167,0.927778,0.014043,0.040161,0.033250,-0.998541,2.676511,36.090733,25.717434,0.240625
168,0.933333,0.014069,0.040169,0.033263,-0.998540,2.672162,36.079403,25.719692,0.240903
169,0.938889,0.014095,0.040153,0.033222,-0.998542,2.677118,36.078220,25.720560,0.240554
170,0.944444,0.014070,0.040169,0.033236,-0.998541,2.676198,36.073608,25.720253,0.237669
171,0.950000,0.014065,0.040184,0.033263,-0.998539,2.676958,36.070129,25.720558,0.237070
172,0.955556,0.014022,0.040178,0.033261,-0.998540,2.679615,36.073227,25.723860,0.242290
173,0.961111,0.014038,0.040168,0.033262,-0.998541,2.679714,36.071308,25.722332,0.234011
174,0.966667,0.014038,0.040170,0.033258,-0.998541,2.681837,36.076572,25.722357,0.239134
175,0.972222,0.013999,0.040200,0.033124,-0.998544,2.689856,36.090923,25.718346,0.243276
176,0.977778,0.013973,0.040228,0.033124,-0.998544,2.697865,36.094273,25.715866,0.240090
177,0.983333,0.014029,0.040176,0.033262,-0.998540,2.686355,36.086559,25.720366,0.236391
178,0.988889,0.014103,0.040150,0.033236,-0.998541,2.685966,36.084591,25.719685,0.242837
179,0.994444,0.014077,0.040172,0.033260,-0.998540,2.684372,36.083969,25.721817,0.239050
180,1.000000,0.014086,0.040150,0.033228,-0.998542,2.682053,36.084969,25.723330,0.242695
181,1.005556,0.014064,0.040180,0.033247,-0.998540,2.678336,36.084114,25.720932,0.239500
182,1.011111,0.014071,0.040165,0.033265,-0.998540,2.678300,36.086357,25.722605,0.241579
183,1.016667,0.014015,0.040200,0.033148,-0.998543,2.694621,36.103123,25.720842,0.244640
184,1.022222,0.014000,0.040204,0.033109,-0.998545,2.694270,36.106823,25.724400,0.244094
185,1.027778,0.014026,0.040206,0.033122,-0.998544,2.690467,36.113110,25.727545,0.249735
186,1.033333,0.014012,0.040176,0.033148,-0.998544,2.692013,36.112293,25.720907,0.247560
187,1.038889,0.014022,0.040181,0.033166,-0.998543,2.694734,36.120289,25.728413,0.248966
188,1.044444,0.014031,0.040189,0.033145,-0.998544,2.688264,36.123749,25.731054,0.250222
189,1.050000,0.014043,0.040200,0.033132,-0.998544,2.686926,36.124081,25.734087,0.245154
190,1.055556,0.014038,0.040199,0.033122,-0.998544,2.685306,36.125797,25.733320,0.251721
191,1.061111,0.014035,0.040193,0.033123,-0.998544,2.684758,36.131916,25.733049,0.246026
192,1.066667,0.014057,0.040192,0.033134,-0.998544,2.681008,36.122250,25.738804,0.252214
193,1.072222,0.014077,0.040200,0.033125,-0.998543,2.673562,36.121277,25.737795,0.250083
194,1.077778,0.014058,0.040196,0.033145,-0.998543,2.679699,36.129307,25.737679,0.252181
195,1.083333,0.014061,0.040167,0.033151,-0.998544,2.677454,36.124287,25.737507,0.251833
196,1.088889,0.014076,0.040215,0.033145,-0.998542,2.680547,36.125324,25.733097,0.246453
197,1.094444,0.014057,0.040197,0.033150,-0.998543,2.679482,36.120651,25.729729,0.248431
198,1.100000,0.014028,0.040202,0.033149,-0.998543,2.680351,36.117298,25.730474,0.248075
199,1.105556,0.014017,0.040197,0.033128,-0.998544,2.682621,36.114223,25.728811,0.244601
200,1.111111,0.014108,0.040146,0.033226,-0.998542,2.676042,36.101391,25.730515,0.248228
201,1.116667,0.014117,0.040137,0.033237,-0.998541,2.672119,36.096859,25.730995,0.244831
202,1.122222,0.014034,0.040195,0.033149,-0.998543,2.686208,36.104965,25.723545,0.246057
203,1.127778,0.014094,0.040167,0.033199,-0.998542,2.670649,36.093700,25.725925,0.241201
204,1.133333,0.014002,0.040223,0.033126,-0.998543,2.691469,36.094299,25.721573,0.238243
205,1.138889,0.014063,0.040160,0.033204,-0.998542,2.681678,36.088539,25.722036,0.241794
206,1.144444,0.014006,0.040197,0.033154,-0.998543,2.695942,36.095707,25.717844,0.241019
207,1.150000,0.013957,0.040244,0.033149,-0.998542,2.693348,36.090958,25.714233,0.238630
208,1.155556,0.013964,0.040246,0.033121,-0.998543,2.703194,36.090595,25.715183,0.239801
209,1.161111,0.014073,0.040193,0.033189,-0.998541,2.688638,36.078407,25.713959,0.239922
210,1.166667,0.014059,0.040177,0.033260,-0.998540,2.685676,36.070919,25.717552,0.239420
211,1.172222,0.014066,0.040183,0.033240,-0.998540,2.678321,36.071945,25.716534,0.241405
212,1.177778,0.014063,0.040156,0.033231,-0.998542,2.684074,36.074883,25.718252,0.241593
213,1.183333,0.014061,0.040196,0.033250,-0.998539,2.683604,36.076893,25.721985,0.236088
214,1.188889,0.013986,0.040234,0.033140,-0.998543,2.695596,36.086105,25.721117,0.237490
215,1.194444,0.014054,0.040169,0.033191,-0.998543,2.688189,36.080158,25.725460,0.244826
216,1.200000,0.014057,0.040168,0.033227,-0.998541,2.679996,36.081989,25.725817,0.239903
217,1.205556,0.014065,0.040162,0.033238,-0.998541,2.674038,36.081970,25.728304,0.244470
218,1.211111,0.014024,0.040205,0.033144,-0.998543,2.688715,36.096859,25.726740,0.248358
219,1.216667,0.014003,0.040193,0.033171,-0.998543,2.693790,36.103760,25.722656,0.247757
220,1.222222,0.014006,0.040204,0.033144,-0.998543,2.696167,36.105717,25.726828,0.248502
221,1.227778,0.014017,0.040210,0.033145,-0.998543,2.690493,36.109085,25.731462,0.248766
222,1.233333,0.014013,0.040198,0.033118,-0.998544,2.692719,36.105942,25.728127,0.245811
223,1.238889,0.014018,0.040203,0.033126,-0.998544,2.690483,36.111473,25.727709,0.248767
224,1.244444,0.014063,0.040161,0.033099,-0.998546,2.699308,36.113823,25.734886,0.257461
225,1.250000,0.014044,0.040176,0.033145,-0.998544,2.691888,36.111843,25.727787,0.251949
226,1.255556,0.014084,0.040179,0.033097,-0.998545,2.702137,36.117508,25.733440,0.255102
227,1.261111,0.014036,0.040186,0.033120,-0.998545,2.700639,36.119259,25.734978,0.249535
228,1.266667,0.014045,0.040198,0.033130,-0.998544,2.685388,36.117249,25.737837,0.251614
229,1.272222,0.014077,0.040138,0.033080,-0.998547,2.690547,36.118610,25.739910,0.259498
230,1.277778,0.014039,0.040177,0.033127,-0.998545,2.685352,36.110947,25.737720,0.250471
231,1.283333,0.014030,0.040182,0.033140,-0.998544,2.687840,36.112370,25.733980,0.246763
232,1.288889,0.014026,0.040184,0.033122,-0.998545,2.687660,36.106140,25.732033,0.251494
233,1.294444,0.014025,0.040197,0.033115,-0.998544,2.692270,36.106537,25.730034,0.251050
234,1.300000,0.014078,0.040127,0.033231,-0.998543,2.681315,36.092602,25.736273,0.249170
235,1.305556,0.014092,0.040114,0.033244,-0.998543,2.680097,36.086353,25.726057,0.246002
236,1.311111,0.014002,0.040186,0.033169,-0.998543,2.689914,36.098289,25.719683,0.240424
237,1.316667,0.013977,0.040211,0.033156,-0.998543,2.694564,36.096706,25.718203,0.242332
238,1.322222,0.014065,0.040147,0.033214,-0.998543,2.685937,36.091114,25.729067,0.246194
