Format Version,1.23,Take Name,Tweaker4LOS_WithGoPro_005,Take Notes,,Capture Frame Rate,180.000000,Export Frame Rate,180.000000,Capture Start Time,2018-11-07 03.34.45.325 PM,Total Frames in Take,21875,Total Exported Frames,21875,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,Tweaker4,Tweaker4,Tweaker4,Tweaker4,Tweaker4,Tweaker4,Tweaker4,Tweaker4
,ID,"F56E575AE2E411E8B3FD50CD8B7040A6","F56E575AE2E411E8B3FD50CD8B7040A6","F56E575AE2E411E8B3FD50CD8B7040A6","F56E575AE2E411E8B3FD50CD8B7040A6","F56E575AE2E411E8B3FD50CD8B7040A6","F56E575AE2E411E8B3FD50CD8B7040A6","F56E575AE2E411E8B3FD50CD8B7040A6","F56E575AE2E411E8B3FD50CD8B7040A6"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,
190,1.055556,-0.093383,0.001400,0.091578,-0.991409,10.246730,45.794598,19.164852,0.377935
191,1.061111,-0.093360,0.001267,0.091677,-0.991402,10.254796,45.796993,19.168386,0.380992
192,1.066667,-0.093334,0.001272,0.091603,-0.991411,10.242308,45.817791,19.182316,0.378197
193,1.072222,-0.093455,0.001729,0.091557,-0.991403,10.297816,45.795769,19.104111,0.377044
194,1.077778,-0.093444,0.001502,0.091657,-0.991395,10.281889,45.796680,19.104689,0.380033
195,1.083333,-0.093369,0.001434,0.091662,-0.991402,10.280685,45.813862,19.110701,0.387464
196,1.088889,-0.093320,0.001428,0.091704,-0.991403,10.282644,45.808350,19.105061,0.367272
197,1.094444,-0.093396,0.001385,0.091680,-0.991398,10.280481,45.807678,19.107920,0.384111
198,1.100000,-0.093394,0.001506,0.091552,-0.991410,10.257862,45.816525,19.125084,0.384392
199,1.105556,-0.093446,0.001467,0.091523,-0.991408,10.247374,45.815701,19.127031,0.387143
200,1.111111,-0.093446,0.001435,0.091582,-0.991402,10.261343,45.799507,19.114710,0.379733
201,1.116667,-0.093463,0.001434,0.091563,-0.991403,10.255336,45.805531,19.127748,0.438128
202,1.122222,-0.093395,0.001688,0.091533,-0.991411,10.305537,45.771614,19.064989,0.377012
203,1.127778,-0.093455,0.001468,0.091620,-0.991398,10.283440,45.789661,19.093601,0.378849
204,1.133333,-0.093406,0.001742,0.091537,-0.991410,10.313552,45.786247,19.054020,0.380481
205,1.138889,-0.093418,0.001462,0.091618,-0.991402,10.285929,45.807243,19.087650,0.379445
206,1.144444,-0.093356,0.001370,0.091661,-0.991404,10.271924,45.817295,19.098320,0.427222
207,1.150000,-0.093310,0.001433,0.091673,-0.991407,10.268966,45.806412,19.093950,0.431238
208,1.155556,-0.093387,0.001425,0.091649,-0.991402,10.269147,45.788074,19.095022,0.423431
209,1.161111,-0.093432,0.001384,0.091590,-0.991403,10.272605,45.785725,19.096945,0.439674
210,1.166667,-0.093440,0.001400,0.091618,-0.991400,10.272228,45.780910,19.096735,0.430200
211,1.172222,-0.093478,0.001415,0.091645,-0.991394,10.267414,45.792606,19.095852,0.431424
212,1.177778,-0.093446,0.001459,0.091645,-0.991396,10.276274,45.802528,19.096245,0.413349
213,1.183333,-0.093403,0.001446,0.091695,-0.991396,10.276468,45.802452,19.099016,0.425852
214,1.188889,-0.093393,0.001415,0.091632,-0.991403,10.274794,45.800240,19.096128,0.426607
215,1.194444,-0.093392,0.001407,0.091627,-0.991403,10.277983,45.794216,19.097353,0.420290
216,1.200000,-0.093421,0.001373,0.091602,-0.991403,10.269630,45.787579,19.095110,0.426110
217,1.205556,-0.093414,0.001350,0.091568,-0.991407,10.267154,45.786655,19.100599,0.436617
